NC_030599.1 Prunus pseudocerasus voucher PSEUDO20160226 chloroplast, complete genome
NC_031163.1 Malus prunifolia voucher MPRUN20160302 chloroplast, complete genome
NC_032038.1 Rosa roxburghii chloroplast, complete genome
NC_033975.1 Sorbus torminalis chloroplast, complete genome
NW_020126825.1 Rosa chinensis cultivar Old Blush unplaced genomic scaffold, RchiOBHm-V2 RchiOBHmChr0c11, whole genome shotgun sequence
NW_020126824.1 Rosa chinensis cultivar Old Blush unplaced genomic scaffold, RchiOBHm-V2 RchiOBHmChr0c10, whole genome shotgun sequence
NW_020126823.1 Rosa chinensis cultivar Old Blush unplaced genomic scaffold, RchiOBHm-V2 RchiOBHmChr0c09, whole genome shotgun sequence
NW_020126822.1 Rosa chinensis cultivar Old Blush unplaced genomic scaffold, RchiOBHm-V2 RchiOBHmChr0c08, whole genome shotgun sequence
NW_020126821.1 Rosa chinensis cultivar Old Blush unplaced genomic scaffold, RchiOBHm-V2 RchiOBHmChr0c07, whole genome shotgun sequence
NW_020126820.1 Rosa chinensis cultivar Old Blush unplaced genomic scaffold, RchiOBHm-V2 RchiOBHmChr0c06, whole genome shotgun sequence
NW_020126819.1 Rosa chinensis cultivar Old Blush unplaced genomic scaffold, RchiOBHm-V2 RchiOBHmChr0c05, whole genome shotgun sequence
NW_020126818.1 Rosa chinensis cultivar Old Blush unplaced genomic scaffold, RchiOBHm-V2 RchiOBHmChr0c04, whole genome shotgun sequence
NW_020126817.1 Rosa chinensis cultivar Old Blush unplaced genomic scaffold, RchiOBHm-V2 RchiOBHmChr0c03, whole genome shotgun sequence
NW_020126816.1 Rosa chinensis cultivar Old Blush unplaced genomic scaffold, RchiOBHm-V2 RchiOBHmChr0c02, whole genome shotgun sequence
NW_020126815.1 Rosa chinensis cultivar Old Blush unplaced genomic scaffold, RchiOBHm-V2 RchiOBHmChr0c01, whole genome shotgun sequence
NW_020126814.1 Rosa chinensis cultivar Old Blush chromosome 7 genomic scaffold, RchiOBHm-V2 7, whole genome shotgun sequence
NW_020126813.1 Rosa chinensis cultivar Old Blush chromosome 6 genomic scaffold, RchiOBHm-V2 6, whole genome shotgun sequence
NW_020126812.1 Rosa chinensis cultivar Old Blush chromosome 5 genomic scaffold, RchiOBHm-V2 5, whole genome shotgun sequence
NW_020126811.1 Rosa chinensis cultivar Old Blush chromosome 4 genomic scaffold, RchiOBHm-V2 4, whole genome shotgun sequence
NW_020126810.1 Rosa chinensis cultivar Old Blush chromosome 3 genomic scaffold, RchiOBHm-V2 3, whole genome shotgun sequence
NW_020126809.1 Rosa chinensis cultivar Old Blush chromosome 2 genomic scaffold, RchiOBHm-V2 2, whole genome shotgun sequence
NW_020126808.1 Rosa chinensis cultivar Old Blush chromosome 1 genomic scaffold, RchiOBHm-V2 1, whole genome shotgun sequence
NC_037094.1 Rosa chinensis cultivar Old Blush chromosome 7, RchiOBHm-V2, whole genome shotgun sequence
NC_037093.1 Rosa chinensis cultivar Old Blush chromosome 6, RchiOBHm-V2, whole genome shotgun sequence
NC_037092.1 Rosa chinensis cultivar Old Blush chromosome 5, RchiOBHm-V2, whole genome shotgun sequence
NC_037091.1 Rosa chinensis cultivar Old Blush chromosome 4, RchiOBHm-V2, whole genome shotgun sequence
NC_037090.1 Rosa chinensis cultivar Old Blush chromosome 3, RchiOBHm-V2, whole genome shotgun sequence
NC_037089.1 Rosa chinensis cultivar Old Blush chromosome 2, RchiOBHm-V2, whole genome shotgun sequence
NC_037088.1 Rosa chinensis cultivar Old Blush chromosome 1, RchiOBHm-V2, whole genome shotgun sequence
NC_037392.1 Geum rupestre chloroplast, complete genome
NC_037492.1 Rosa praelucens chloroplast, complete genome
NC_037850.1 Prunus pedunculata voucher PPEDU20171125 chloroplast, complete genome
NC_037991.1 Rubus takesimensis chloroplast, complete genome
NC_037849.1 Prunus mongolica voucher PMONG20171125 chloroplast, complete genome
NC_038102.1 Rosa chinensis var. spontanea chloroplast, complete genome
NC_039374.1 Crataegus kansuensis chloroplast, complete genome
NC_039379.1 Prunus takesimensis chloroplast, complete genome
NC_039624.1 Malus yunnanensis chloroplast, complete genome
NC_039704.1 Rubus crataegifolius chloroplast, complete genome
NC_039735.1 Prunus davidiana chloroplast, complete genome
NC_039924.1 Bencomia exstipulata chloroplast, complete genome
NC_039989.1 Rosa multiflora chloroplast, complete genome
NC_040125.1 Prunus mira chloroplast, complete genome
NC_040170.1 Malus hupehensis chloroplast, complete genome
NC_040960.1 Rosa maximowicziana chloroplast, complete genome
NC_040997.1 Rosa lucieae chloroplast, complete genome
NC_041178.1 Potentilla indica chloroplast, complete genome
NC_041199.1 Potentilla hebiichigo chloroplast, complete genome
NC_041209.1 Potentilla centigrana chloroplast, complete genome
NC_041210.1 Potentilla freyniana chloroplast, complete genome
NC_041461.1 Pyrus ussuriensis chloroplast, complete genome
NC_042192.1 Malus sieversii chloroplast, complete genome
NC_042194.1 Rosa banksiae chloroplast, complete genome
NC_042223.1 Sanguisorba tenuifolia voucher KIOM201201005142 chloroplast, complete genome
NC_042715.1 Rubus coreanus chloroplast, complete genome
NC_042716.1 Rubus hybrid cultivar chloroplast, complete genome
NC_043901.1 Prunus armeniaca cultivar Zhenzhuyou chloroplast, complete genome
NC_043902.1 Malus prattii chloroplast, complete genome
NC_043921.1 Prunus speciosa isolate DM-1 chloroplast, complete genome
NC_043926.1 Prunus zippeliana chloroplast, complete genome
NC_044094.1 Rosa rugosa chloroplast, complete genome
NC_044123.1 Prunus campanulata strain PCS11 chloroplast, complete genome
NC_044126.1 Rosa hybrid cultivar cultivar Augusta chloroplast, complete genome
NC_044418.1 Potentilla stolonifera chloroplast, complete genome
NC_044691.1 Sanguisorba sitchensis chloroplast, complete genome
NC_044692.1 Sanguisorba tenuifolia var. alba chloroplast, complete genome
NC_044693.1 Sanguisorba filiformis chloroplast, complete genome
NC_044694.1 Sanguisorba officinalis chloroplast, complete genome
NC_044701.1 Prunus avium cultivar Summit chloroplast, complete genome
NC_044768.1 Prunus avium cultivar summit mitochondrion, complete genome
NC_044965.1 Prunus tenella chloroplast, complete genome
NC_045126.1 Rosa berberifolia plastid, complete genome
NC_045228.1 Eriobotrya japonica mitochondrion, complete genome
NC_045230.1 Prunus matuurae isolate YL-8 chloroplast, complete genome
NC_045308.1 Malus coronaria voucher 2799 chloroplast, complete genome
NC_045309.1 Vauquelinia australis chloroplast, complete genome
NC_045310.1 Vauquelinia pauciflora voucher 872 chloroplast, complete genome
NC_045311.1 Gillenia trifoliata voucher 4677 chloroplast, complete genome
NC_045312.1 Amelanchier asiatica voucher 1961 chloroplast, complete genome
NC_045313.1 Amelanchier arborea chloroplast, complete genome
NC_045314.1 Amelanchier alnifolia voucher 2835 chloroplast, complete genome
NC_045315.1 Amelanchier bartramiana voucher 3959 chloroplast, complete genome
NC_045316.1 Amelanchier cusickii voucher 14588 chloroplast, complete genome
NC_045317.1 Amelanchier humilis voucher 1424 chloroplast, complete genome
NC_045318.1 Amelanchier interior voucher 12413 chloroplast, complete genome
NC_045319.1 Amelanchier pallida voucher 737 chloroplast, complete genome
NC_045320.1 Amelanchier sanguinea voucher 10472 chloroplast, complete genome
NC_045321.1 Gillenia stipulata voucher 205 chloroplast, complete genome
NC_045322.1 Kageneckia angustifolia voucher 2500 chloroplast, complete genome
NC_045323.1 Kageneckia lanceolata voucher 12667 chloroplast, complete genome
NC_045324.1 Kageneckia oblonga voucher 10358 chloroplast, complete genome
NC_045325.1 Malacomeles denticulata voucher 3359 chloroplast, complete genome
NC_045326.1 Hesperomeles cuneata voucher 11319 chloroplast, complete genome
NC_045327.1 Hesperomeles goudotiana voucher 5035 chloroplast, complete genome
NC_045328.1 Hesperomeles ferruginea voucher 5594 chloroplast, complete genome
NC_045329.1 Hesperomeles pernettyoides voucher 26930 chloroplast, complete genome
NC_045330.1 Rhaphiolepis indica voucher 2592 chloroplast, complete genome
NC_045331.1 Photinia serratifolia voucher 2408 chloroplast, complete genome
NC_045332.1 Rhaphiolepis ferruginea voucher P1900-3 chloroplast, complete genome
NC_045333.1 Rhaphiolepis lanceolata voucher 2153 chloroplast, complete genome
NC_045334.1 Rhaphiolepis umbellata voucher 1951 chloroplast, complete genome
NC_045335.1 Dichotomanthes tristaniicarpa voucher 3958 chloroplast, complete genome
NC_045336.1 Pyrus communis voucher 3978 chloroplast, complete genome
NC_045337.1 Chaenomeles sinensis voucher 3981 chloroplast, complete genome
NC_045338.1 Cotoneaster taylorii voucher 13-1666 chloroplast, complete genome
NC_045339.1 Cotoneaster microphyllus voucher PE5890 chloroplast, complete genome
NC_045340.1 Cotoneaster acuminatus voucher PE6623 chloroplast, complete genome
NC_045341.1 Cotoneaster frigidus voucher 2965 chloroplast, complete genome
NC_045342.1 Rhaphiolepis salicifolia voucher 201815 chloroplast, complete genome
NC_045343.1 Malus doumeri voucher 4665 chloroplast, complete genome
NC_045344.1 Photinia integrifolia voucher ST1585 chloroplast, complete genome
NC_045345.1 Eriobotrya henryi voucher 91-002 chloroplast, complete genome
NC_045346.1 Eriobotrya malipoensis voucher 893033 chloroplast, complete genome
NC_045347.1 Eriobotrya obovata voucher 580 chloroplast, complete genome
NC_045348.1 Eriobotrya salwinensis voucher 7390 chloroplast, complete genome
NC_045349.1 Eriobotrya seguinii voucher 4328 chloroplast, complete genome
NC_045350.1 Rhaphiolepis impressivena voucher 11873 chloroplast, complete genome
NC_045351.1 Rhaphiolepis major voucher 2188 chloroplast, complete genome
NC_045352.1 Photinia lochengensis voucher 89009 chloroplast, complete genome
NC_045353.1 Photinia beckii voucher 1976 chloroplast, complete genome
NC_045354.1 Photinia lanuginosa voucher 730 chloroplast, complete genome
NC_045355.1 Photinia prionophylla voucher 20-427 chloroplast, complete genome
NC_045356.1 Cotoneaster buxifolius voucher 2666 chloroplast, complete genome
NC_045357.1 Cotoneaster horizontalis voucher 2059 chloroplast, complete genome
NC_045358.1 Cotoneaster silvestrii voucher P1987-2 chloroplast, complete genome
NC_045359.1 Cotoneaster rubens voucher PE6670 chloroplast, complete genome
NC_045389.1 Malus baccata voucher 14050 chloroplast, complete genome
NC_045390.1 Malus sieversii voucher s.n. chloroplast, complete genome
NC_045391.1 Aronia arbutifolia voucher 13937 chloroplast, complete genome
NC_045392.1 Chaenomeles cathayensis voucher 3909 chloroplast, complete genome
NC_045393.1 Malus ioensis voucher 3606 chloroplast, complete genome
NC_045409.1 Malus x atrosanguinea voucher 12947 chloroplast, complete genome
NC_045410.1 Malus angustifolia voucher 06-8218 chloroplast, complete genome
NC_045411.1 Photinia villosa voucher P1919-3 chloroplast, complete genome
NC_045412.1 Photinia blinii voucher 2158 chloroplast, complete genome
NC_045413.1 Pourthiaea arguta voucher 2208 chloroplast, complete genome
NC_045414.1 Pourthiaea amphidoxa voucher 4620 chloroplast, complete genome
NC_045415.1 Cydonia oblonga voucher 3873 chloroplast, complete genome
NC_045416.1 Photinia sorbifolia voucher 909 chloroplast, complete genome
NC_045417.1 Pourthiaea tomentosa voucher 4674 chloroplast, complete genome
NC_045418.1 Sorbus aria voucher s.n. chloroplast, complete genome
NC_045419.1 Sorbus chamaemespilus voucher s.n. chloroplast, complete genome
NC_045420.1 Osteomeles schwerinae voucher 3429 chloroplast, complete genome
NC_045421.1 Phippsiomeles matudae voucher 5865 chloroplast, complete genome
NC_045422.1 Phippsiomeles mexicana voucher 13607 chloroplast, complete genome
NC_045423.1 Torminalis clusii voucher s.n. chloroplast, complete genome
NC_045424.1 Docynia delavayi chloroplast, complete genome
NC_045840.1 Cotoneaster schantungensis chloroplast, complete genome
NC_046015.1 Rubus boninensis chloroplast, complete genome
NC_046585.1 Rubus trifidus chloroplast, complete genome
NC_046739.1 Potaninia mongolica chloroplast, complete genome
NC_046742.1 Prunus triloba voucher Amygdalus triloba chloroplast, complete genome
NC_046777.1 Sorbus setschwanensis chloroplast, complete genome
NC_046824.1 Rosa laevigata chloroplast, complete genome
NC_046834.1 Cotoneaster wilsonii chloroplast, complete genome
NC_047211.1 Rubus amabilis chloroplast, complete genome
NC_047295.1 Rosa canina chloroplast, complete genome
NC_047418.1 Rosa laevigata var. leiocarpa chloroplast, complete genome
NC_047442.1 Prunus salicina chloroplast, complete genome
NW_023010019.1 Prunus dulcis unplaced genomic scaffold, ALMONDv2, whole genome shotgun sequence
NW_023010018.1 Prunus dulcis unplaced genomic scaffold, ALMONDv2, whole genome shotgun sequence
NW_023010017.1 Prunus dulcis unplaced genomic scaffold, ALMONDv2, whole genome shotgun sequence
NW_023010016.1 Prunus dulcis unplaced genomic scaffold, ALMONDv2, whole genome shotgun sequence
NW_023010015.1 Prunus dulcis unplaced genomic scaffold, ALMONDv2, whole genome shotgun sequence
NW_023010014.1 Prunus dulcis unplaced genomic scaffold, ALMONDv2, whole genome shotgun sequence
NW_023010013.1 Prunus dulcis unplaced genomic scaffold, ALMONDv2, whole genome shotgun sequence
NW_023010012.1 Prunus dulcis unplaced genomic scaffold, ALMONDv2, whole genome shotgun sequence
NW_023010011.1 Prunus dulcis unplaced genomic scaffold, ALMONDv2, whole genome shotgun sequence
NW_023010010.1 Prunus dulcis unplaced genomic scaffold, ALMONDv2, whole genome shotgun sequence
NW_023010009.1 Prunus dulcis unplaced genomic scaffold, ALMONDv2, whole genome shotgun sequence
NW_023010008.1 Prunus dulcis unplaced genomic scaffold, ALMONDv2, whole genome shotgun sequence
NW_023010007.1 Prunus dulcis unplaced genomic scaffold, ALMONDv2, whole genome shotgun sequence
NW_023010006.1 Prunus dulcis unplaced genomic scaffold, ALMONDv2, whole genome shotgun sequence
NW_023010005.1 Prunus dulcis unplaced genomic scaffold, ALMONDv2, whole genome shotgun sequence
NW_023010004.1 Prunus dulcis unplaced genomic scaffold, ALMONDv2, whole genome shotgun sequence
NW_023010003.1 Prunus dulcis chromosome 8 genomic scaffold, ALMONDv2 Pd08, whole genome shotgun sequence
NW_023010002.1 Prunus dulcis chromosome 7 genomic scaffold, ALMONDv2 Pd07, whole genome shotgun sequence
NW_023010001.1 Prunus dulcis chromosome 6 genomic scaffold, ALMONDv2 Pd06, whole genome shotgun sequence
NW_023010000.1 Prunus dulcis chromosome 5 genomic scaffold, ALMONDv2 Pd05, whole genome shotgun sequence
NW_023009999.1 Prunus dulcis chromosome 4 genomic scaffold, ALMONDv2 Pd04, whole genome shotgun sequence
NW_023009998.1 Prunus dulcis chromosome 3 genomic scaffold, ALMONDv2 Pd03, whole genome shotgun sequence
NW_023009997.1 Prunus dulcis chromosome 2 genomic scaffold, ALMONDv2 Pd02, whole genome shotgun sequence
NW_023009996.1 Prunus dulcis chromosome 1 genomic scaffold, ALMONDv2 Pd01, whole genome shotgun sequence
NC_047657.1 Prunus dulcis chromosome 8, ALMONDv2, whole genome shotgun sequence
NC_047656.1 Prunus dulcis chromosome 7, ALMONDv2, whole genome shotgun sequence
NC_047655.1 Prunus dulcis chromosome 6, ALMONDv2, whole genome shotgun sequence
NC_047654.1 Prunus dulcis chromosome 5, ALMONDv2, whole genome shotgun sequence
NC_047653.1 Prunus dulcis chromosome 4, ALMONDv2, whole genome shotgun sequence
NC_047652.1 Prunus dulcis chromosome 3, ALMONDv2, whole genome shotgun sequence
NC_047651.1 Prunus dulcis chromosome 2, ALMONDv2, whole genome shotgun sequence
NC_047650.1 Prunus dulcis chromosome 1, ALMONDv2, whole genome shotgun sequence
NC_048474.1 Fragaria viridis chloroplast, complete genome
NC_048528.1 Prunus rufa voucher 1987.0221 chloroplast, complete genome
NC_049037.1 Alchemilla argyrophylla chloroplast, complete genome
NC_049038.1 Alchemilla pedata chloroplast, complete genome
NC_049113.1 Malus toringoides chloroplast, complete genome
NC_049114.1 Eriobotrya laoshanica isolate SP61 chloroplast, complete genome
NC_049863.1 Chaenomeles thibetica chloroplast, complete genome
NC_050051.1 Agrimonia pilosa chloroplast, complete genome
NC_050059.1 Malus sieboldii chloroplast, complete genome
NC_050296.1 Rubus chingii chloroplast, complete genome
NC_050931.1 Comarum salesovianum voucher Li QQ ML1 chloroplast, complete genome
NC_050934.1 Potentilla suavis voucher Li QQ 20160814002 chloroplast, complete genome
NC_050935.1 Sibbaldianthe adpressa voucher Li QQ 20160430005 chloroplast, complete genome
NC_050936.1 [Argentina] phanerophlebia voucher Li QQ 20160809017 chloroplast, complete genome
NC_050959.1 Prunus domestica chloroplast, complete genome
NC_050966.1 Drymocallis saviczii voucher Li QQ 20170822002 chloroplast, complete genome
NC_050967.1 Sibbaldia aphanopetala voucher Li QQ YB720 chloroplast, complete genome
NC_051503.1 Spiraea insularis chloroplast, complete genome
NC_051504.1 Potentilla dickinsii var. glabrata chloroplast, complete genome
NC_051543.1 Rosa xanthina chloroplast, complete genome
NC_051550.1 Rosa cymosa chloroplast, complete genome
NC_051894.1 Prunus dictyoneura chloroplast, complete genome
NC_051947.1 Sorbus insignis chloroplast, complete genome
NC_051992.1 Spiraea mongolica chloroplast, complete genome
NC_052878.1 Sorbus aucuparia chloroplast, complete genome
NC_052880.1 Sorbus aucuparia mitochondrion, complete genome
NC_052882.1 Sibbaldianthe bifurca chloroplast, complete genome
NW_024387554.1 Rosa chinensis cultivar Old Blush unplaced genomic scaffold, RchiOBHm-V2, whole genome shotgun sequence
NW_024387553.1 Rosa chinensis cultivar Old Blush unplaced genomic scaffold, RchiOBHm-V2, whole genome shotgun sequence
NW_024387552.1 Rosa chinensis cultivar Old Blush unplaced genomic scaffold, RchiOBHm-V2, whole genome shotgun sequence
NW_024387551.1 Rosa chinensis cultivar Old Blush unplaced genomic scaffold, RchiOBHm-V2, whole genome shotgun sequence
NW_024387550.1 Rosa chinensis cultivar Old Blush unplaced genomic scaffold, RchiOBHm-V2, whole genome shotgun sequence
NW_024387549.1 Rosa chinensis cultivar Old Blush unplaced genomic scaffold, RchiOBHm-V2, whole genome shotgun sequence
NW_024387548.1 Rosa chinensis cultivar Old Blush unplaced genomic scaffold, RchiOBHm-V2, whole genome shotgun sequence
NC_053550.1 Rosa minutifolia chloroplast, complete genome
NC_053688.1 Osteomeles subrotunda chloroplast, complete genome
NC_053689.1 Prunus jingningensis chloroplast, complete genome
NC_053693.1 Prunus apetala chloroplast, complete genome
NC_053694.1 Prunus verecunda chloroplast, complete genome
NC_053696.1 Potentilla parvifolia chloroplast, complete genome
NC_053703.1 Prunus japonica chloroplast, complete genome
NC_053735.1 Malus kansuensis chloroplast, complete genome
NC_053765.1 Geum macrophyllum voucher J.Wen 10445 chloroplast, complete genome
NC_053856.1 Rosa filipes voucher ZZM1250-1 chloroplast, complete genome
NC_053881.1 Prunus hypoxantha chloroplast, complete genome
NC_053909.1 Rosa sterilis (nom. nud.) chloroplast, complete genome
